CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
51.155.531/0001-94;G5 SPECIAL F SEN IPCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
51.168.507/0001-90;AJAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.168.507/0001-90;AJAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;458060.67;999.96
51.170.105/0001-20;MAV II FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1460123.96;100.00
51.170.105/0001-20;MAV II FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;363765.96;100.00
51.170.105/0001-20;MAV II FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 | 0;1462.60;702.76
51.190.919/0001-26;CÉREBRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.190.919/0001-26;CÉREBRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;5172.52;1261.23
51.199.121/0001-45;2MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.199.121/0001-45;2MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;2634.93;1255.70
51.200.316/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CATHON;2024-11-30;Subclasse Senior;0.00;0.00
51.200.316/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CATHON;2024-11-30;Subclasse Subordinada Subordinada 1 |;24226.53;491.53
51.226.491/0001-24;WL3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.226.491/0001-24;WL3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;11129.07;1543.69
51.250.816/0001-04;SATOSHINOMIKS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
51.250.816/0001-04;SATOSHINOMIKS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;22582.48;1136.81
51.254.064/0001-50;GRANA TECH CRÉDITO POPULAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO;2024-11-30;Subclasse Senior Série 1;7604.56;1013.34
51.254.064/0001-50;GRANA TECH CRÉDITO POPULAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1000.00;1000.61
51.254.064/0001-50;GRANA TECH CRÉDITO POPULAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO;2024-11-30;Subclasse Subordinada Subordinada 1 |;829.10;958.52
51.268.721/0001-18;ASSET BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MIDDLE MARKET;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.268.721/0001-18;ASSET BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MIDDLE MARKET;2024-11-30;Subclasse Subordinada Subordinada 1 |;6693.68;1167.78
51.269.820/0001-14;ALGARVE MORPHEUS FUNDO DE INVESTIMENTO EM DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
51.269.820/0001-14;ALGARVE MORPHEUS FUNDO DE INVESTIMENTO EM DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;6500.00;997.47
51.290.276/0001-92;BELAT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.290.276/0001-92;BELAT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3697.30;1165.89
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 1;45000.00;1133.43
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 2;45000.00;1119.90
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 3;90000.00;1098.51
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 4;135000.00;1088.10
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 5;67500.00;1050.78
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 6;27000.00;1022.77
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 7;40500.00;1019.27
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Senior Série 8;90000.00;1006.96
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;4500.00;1143.02
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 2;4500.00;1128.74
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 3;9000.00;1105.58
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 4;13500.00;1094.35
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 5;6750.00;1053.41
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 6;2700.00;1024.12
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 7;4050.00;1020.40
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 8;9000.00;1007.87
51.290.497/0001-60;MT INSS RECEIVABLES V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;4109.46;1938.53
51.292.131/0001-20;SPESI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL RESP LIMITADA;2024-11-30;Subclasse Senior Série 1;45112.45;1037.06
51.292.131/0001-20;SPESI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL RESP LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;2818.11;14746.62
51.294.885/0001-10;HEALTH MERCANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;2545.72;1179.85
51.294.885/0001-10;HEALTH MERCANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série Única;1768.17;1193.27
51.294.885/0001-10;HEALTH MERCANTIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;100.00;2054.37
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;10217.61;1214.49
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;11467.55;1059.10
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 3;2000.00;1002.98
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;3968.53;1194.75
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;2176.71;972.99
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;21753.50;1148.40
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 4;2000.00;1098.23
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 5;2345.06;1011.71
51.295.720/0001-62;OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;450.00;5560.79
51.296.133/0001-98;BTF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.296.133/0001-98;BTF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;2199.05;1015.85
51.296.133/0001-98;BTF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;7885.70;1018.77
51.304.974/0001-08;ARTE LW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.304.974/0001-08;ARTE LW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;81953259.62;1.22
51.306.712/0001-74;ATF EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;37149.68;1046.88
51.306.712/0001-74;ATF EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;2200.00;1045.96
51.306.712/0001-74;ATF EXCLUSIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;183709.26;1231.32
51.311.858/0001-08;SPECTRA SPECIAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
51.311.858/0001-08;SPECTRA SPECIAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;28452401.46;1.09
51.326.028/0001-54;LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;46661.23;871.06
51.326.028/0001-54;LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;31212.10;1122.87
51.326.028/0001-54;LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;5945.98;1305.69
51.326.028/0001-54;LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;5794.04;892.49
51.326.028/0001-54;LARCA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;7947.34;1141.40
51.326.602/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
51.326.602/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;22175.84;20.17
51.344.394/0001-36;HAVAN FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;Subclasse Senior;0.00;0.00
51.344.394/0001-36;HAVAN FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2024-11-30;Subclasse Subordinada Subordinada 1 |;1219580.22;662.68
51.364.521/0001-69;ORRAM 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.364.521/0001-69;ORRAM 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;8289.67;1192.99
51.382.517/0001-23;ARAWAK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.382.517/0001-23;ARAWAK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;41780.24;1067.40
51.388.032/0001-47;ACTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.388.032/0001-47;ACTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 2;1571.37;1045.08
51.388.032/0001-47;ACTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;6312.31;519.31
51.388.032/0001-47;ACTUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;50.00;1035.53
51.388.629/0001-91;GRUPOSC - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.388.629/0001-91;GRUPOSC - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;65951.54;764.85
51.390.507/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZONDA HY;2024-11-30;Subclasse Senior;0.00;0.00
51.390.507/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZONDA HY;2024-11-30;Subclasse Subordinada Subordinada 1 |;137634.24;2633.17
51.401.568/0001-55;BLUEFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.401.568/0001-55;BLUEFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;135678.91;998.36
51.410.150/0001-04;ALPS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;1931.54;1078.04
51.410.150/0001-04;ALPS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série Única;1777.76;1108.38
51.410.150/0001-04;ALPS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;100.16;8377.51
51.411.381/0001-32;ETHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
51.411.381/0001-32;ETHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.70;-14014.47
51.430.054/0001-28;BRAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.430.054/0001-28;BRAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;83477.66;1148.37
51.475.474/0001-20;FIDARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.475.474/0001-20;FIDARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;74354.57;839.60
51.476.020/0001-74;ORRAM HIGH YIELD FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.476.020/0001-74;ORRAM HIGH YIELD FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;24388.42;1208.71
51.477.774/0001-49;ATIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.477.774/0001-49;ATIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3636.97;1905.74
51.497.411/0001-75;ST 1001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
51.497.411/0001-75;ST 1001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;55000.00;994.50
51.497.417/0001-42;FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.497.417/0001-42;FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;44185.91;123.52
51.498.070/0001-52;GHIA CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;7658.72;1182.43
51.498.070/0001-52;GHIA CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;8902.33;1152.68
51.503.629/0001-95;FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.503.629/0001-95;FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;13530703.16;1.02
51.507.981/0001-07;EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;954.85;1211.17
51.507.981/0001-07;EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;21678451.13;0.04
51.507.981/0001-07;EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
51.507.998/0001-56;LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;Subclasse Senior Série 1;76036.44;1286.33
51.507.998/0001-56;LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;16753.28;1459.93
51.517.938/0001-14;FMFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
51.517.938/0001-14;FMFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1619.38;612.42
51.531.327/0001-20;RAC19 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.531.327/0001-20;RAC19 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;189157.47;74.22
51.539.073/0001-97;GERIZIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.539.073/0001-97;GERIZIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1145.28;7362.63
51.550.112/0001-57;GOPLAN FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;17589.21;1011.63
51.550.112/0001-57;GOPLAN FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;15000.00;1011.63
51.550.112/0001-57;GOPLAN FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;9000.00;1033.88
51.550.112/0001-57;GOPLAN FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;4500.00;1013.07
51.554.551/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO NITRO AGRO;2024-11-30;Subclasse Senior Série 1;0.00;0.00
51.554.551/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO NITRO AGRO;2024-11-30;Subclasse Senior Série 2;98678.72;1012.18
51.554.551/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO NITRO AGRO;2024-11-30;Subclasse Subordinada Subordinada 1 |;9998.00;655.09
51.554.551/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO NITRO AGRO;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;40000.00;1048.97
51.555.510/0001-66;BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.555.510/0001-66;BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;79499.53;1205.93
51.556.244/0001-96;HOMESIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.556.244/0001-96;HOMESIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
51.587.009/0001-81;AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
51.587.009/0001-81;AJ86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;9559.00;1106.96
51.596.429/0001-24;LC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
51.596.429/0001-24;LC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;4130.46;1360.90
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;3656.56;1358.02
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;175334.98;2487.40
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;137000.00;1387.80
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;25000.00;1309.07
51.606.193/0001-60;LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;10378.26;1227.41
51.628.065/0001-17;KYOMI RENDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;120725.31;1146.84
51.628.065/0001-17;KYOMI RENDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;50562.32;1528.29
