CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
52.984.899/0001-28;BANCOR FIDC DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COMERCIAIS;2024-11-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;52984899000128;FECHADO;N;N;;;;;100377425.85;0.00;96946168.42;96845868.70;96845868.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;14197209000363;0.57;5289245000366;0.22;14197209000100;0.17;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;100299.72;0.00;0.00;0.00;0.00;;100299.72;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3431257.43;3431257.43;0.00
52.989.090/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NOTO CONSIGNADOS - RESPONSABILIDADE LIMITADA;2024-11-30;N;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA;FIDC NOTO CONSIGNADOS;52989090000199;FECHADO;N;N;;;;;413473238.14;21813.39;413450350.01;395024162.47;394959812.90;82032.64;82032.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;17683.07;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;17319758.80;0.00;0.00;0.00;0.00;;17319758.80;0.00;1106428.74;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1074.74;1074.74;0.00
52.994.887/0001-84;ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;ZIPPI FIDC;52994887000184;FECHADO;N;N;;;;;73092278.08;592967.74;72489185.06;65019356.93;49803858.51;2057570.91;1389574.73;54056197.54;0.00;15465182.67;0.00;0.00;0.00;0.00;;40898270.03;29934678000123;146.31;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;7127095.02;0.00;0.00;0.00;0.00;;7127095.02;0.00;342733.11;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10125.28;10125.28;0.00
52.997.521/0001-69;UKF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;47.215.387/0001-67;CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;UKF;52997521000169;ABERTO;N;N;;;;;7428909.49;1986.90;7426518.80;6113687.51;6113687.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;52127258000157;82.73;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;274845.84;0.00;0.00;0.00;0.00;;274845.84;0.00;0.00;0.00;0.00;0.00;1037985.45;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;403.79;403.79;0.00
52.997.572/0001-90;ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;52997572000190;FECHADO;N;N;;;;;57047478.79;1000.00;57045700.34;49474744.37;49444354.21;0.00;0.00;43414.52;0.00;0.00;0.00;0.00;0.00;0.00;;13024.36;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;7570955.97;0.00;0.00;0.00;0.00;;7570955.97;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;778.45;778.45;0.00
52.997.760/0001-19;ST 2001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIDC ST 2001;52997760000119;FECHADO;N;N;;;;;2615885.02;997.35;2613846.80;2582098.23;2582098.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;12130744000100;99.24;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;31748.57;0.00;0.00;0.00;0.00;;31748.57;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1040.87;1040.87;0.00
52.997.828/0001-60;USECORP CATÁLISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO COMERCIAL DE RESP LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;52997828000160;FECHADO;N;N;;;;;51588731.77;0.00;51205953.57;17759436.74;17814670.67;0.00;0.00;46572.75;0.00;0.00;0.00;0.00;0.00;0.00;;101806.68;;;;;;;;;;;;;;;;;;;27274609.85;27348468.87;0.00;0.00;149031.67;0.00;0.00;0.00;0.00;0.00;0.00;;222890.69;;;;;;;;;;;;;;;;;;;6171906.98;0.00;0.00;0.00;0.00;;6171906.98;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;382778.20;382778.20;0.00
52.997.952/0001-25;ST 1004 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIDC ST 1004;52997952000125;FECHADO;N;N;;;;;123830434.50;997.86;123826419.71;123524375.95;123524375.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;52438013000140;99.76;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;302043.76;0.00;0.00;0.00;0.00;;302043.76;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3016.93;3016.93;0.00
52.998.078/0001-40;M12 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LONGO  PRAZO;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIDC M12;52998078000140;FECHADO;N;N;;;;;395772349.39;1000.00;395765404.39;300000000.00;300000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;76639285000177;75.84;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;95765404.39;0.00;0.00;0.00;0.00;;95765404.39;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5945.00;5945.00;0.00
53.018.439/0001-08;DIAMANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;44.782.130/0001-07;ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;DIAMANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;53018439000108;FECHADO;N;S;;;;;89762620.46;2288418.99;86952627.00;1974082.02;1974082.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;83251327.32;78281203.37;4809159.63;859489.44;1132235.57;0.00;962136.29;0.00;0.00;0.00;0.00;;971271.25;99999999999999;0.00;;;;;;;;;;;;;;;;;1687693.54;0.00;0.00;0.00;0.00;;0.00;1687693.54;39524.12;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;521574.47;521574.47;0.00
53.029.409/0001-05;GSR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;S;67.030.395/0001-46;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53029409000105;FECHADO;N;S;;;;;728528177.68;0.00;728524290.38;728458849.56;728458849.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;65440.82;0.00;0.00;0.00;0.00;;65440.82;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3887.30;3887.30;0.00
53.030.737/0001-13;AZUMI MASTER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;53030737000113;ABERTO;N;N;;;;;35494736.60;0.00;35493481.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;35493481.33;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1255.27;1255.27;0.00
53.030.845/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS SKYFALL;2024-11-30;S;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53030845000196;FECHADO;S;N;;;;;97947937.27;0.00;94547459.82;82216641.70;73427749.69;0.00;0.00;11533751.23;0.00;0.00;0.00;0.00;0.00;0.00;;2744859.22;4904042000108;87.64;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;12330818.12;0.00;0.00;0.00;0.00;;12330818.12;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3400477.45;3400477.45;0.00
53.032.051/0001-61;JEITTO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;S;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53032051000161;FECHADO;N;N;;;;;5663751.04;95.50;5663655.54;4976197.42;5721012.16;0.00;0.00;249289.65;0.00;0.00;0.00;0.00;0.00;0.00;;994104.39;20937849000101;107.40;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;687458.12;0.00;0.00;0.00;0.00;;687458.12;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.032.513/0001-40;COBUCCIO EMPRÉSTIMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;COBUCCIO EMPRESTIMOS FIDC;53032513000140;FECHADO;N;N;;;;;5514529.48;876.08;5512304.79;5512304.79;4891695.05;647357.53;233682.05;4352.26;0.00;0.00;0.00;0.00;0.00;0.00;;31100.05;36947229000185;100.80;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1348.61;1348.61;0.00
53.033.766/0001-39;PROSPERITÀ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;37.678.915/0001-60;FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53033766000139;FECHADO;N;N;;;;;3608982.67;210444.75;3398275.79;2927374.97;2914004.63;0.00;0.00;69529.23;0.00;0.00;0.00;0.00;0.00;0.00;;56158.89;99999999999999;88.52;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;470900.82;0.00;0.00;0.00;0.00;;470900.82;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;262.13;262.13;0.00
53.036.495/0001-75;CONSIGNADO PÚBLICO XP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;CONSIGNADO PUBLICO XP FIDC;53036495000175;FECHADO;N;N;;;;;915687853.72;1312.98;914145583.07;911727953.26;917462264.80;0.00;0.00;1376620.31;0.00;0.00;0.00;0.00;0.00;0.00;;7110931.85;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2261876.08;0.00;0.00;0.00;0.00;;2261876.08;0.00;155753.73;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1540957.67;0.00;1540957.67
53.042.591/0001-26;TFO FERTAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;TFO FERTAGRO FIDC;53042591000126;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;39966.70;1727.50;38089.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;38089.58;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;149.62;49.64;99.98
53.071.769/0001-67;HAZEITIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS DE RESPONSAB. ILIMITADA;2024-11-30;N;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Senior;53071769000167;FECHADO;N;N;;;;;21698190.39;0.00;21698190.39;6445504.56;6445504.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;15252685.83;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.073.256/0001-95;B-ROL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;53073256000195;FECHADO;N;N;;;;;829775462.26;994.69;829774467.57;829742540.81;829742540.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;31926.76;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
53.073.485/0001-00;EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE ILIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;EXPERT III FIDC;53073485000100;FECHADO;N;N;;;;;2456052156.92;1000.00;2456043134.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;558243677.25;0.00;0.00;0.00;490750255.02;;67493422.23;0.00;0.00;0.00;0.00;0.00;1897799457.14;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8022.53;8022.53;0.00
53.073.545/0001-94;DEVLET FIDC MULTISSETORIAL DE RESPONSABILIDADE ILIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;53073545000194;FECHADO;N;N;;;;;7478357.89;146865.72;7331458.12;705684.82;705684.82;0.00;0.00;0.00;0.00;1172.05;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;6498141.58;5701667.65;149825.08;94599.32;679374.91;0.00;229971.65;0.00;0.00;0.00;0.00;;32726.06;;;;;;;;;;;;;;;;;;;127631.72;0.00;0.00;0.00;0.00;;127631.72;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34.05;34.05;0.00
53.073.603/0001-80;ST 1005 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FIDC ST 1005 -SB;53073603000180;FECHADO;N;N;;;;;45580456.19;1000.01;45577412.56;45515887.40;45515887.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;30840548000100;99.90;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;61525.16;0.00;0.00;0.00;0.00;;61525.16;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2043.62;2043.62;0.00
53.073.677/0001-16;ALBAREDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA;2024-11-30;S;47.215.387/0001-67;CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ALBAREDO;53073677000116;ABERTO;N;N;;;;;17450062.09;0.00;17449007.91;11121975.01;9765977.60;0.00;0.00;1374796.74;0.00;1808961.73;0.00;0.00;0.00;0.00;;18799.33;00328924000111;63.96;;;;;;;;;;;;;;;;;6195740.73;6195740.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;00328924000111;35.57;;;;;;;;;;;;;;;;;131292.17;0.00;0.00;0.00;0.00;;131292.17;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1054.18;1054.18;0.00
53.077.542/0001-29;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GOFLUX FRETES;2024-11-30;S;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;53077542000129;FECHADO;N;N;;;;;4031752.20;0.00;4030827.90;3725563.23;3725563.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;19525330000129;42.73;20895638000145;28.42;14742299000164;13.26;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;305264.67;0.00;0.00;0.00;0.00;;305264.67;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;924.30;924.30;0.00
53.078.148/0001-05;TSALEACH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;53078148000105;FECHADO;N;N;;;;;1488344.52;168.11;1486860.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1484192.10;8584192.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;7100000.00;99999999999999;502.89;99999999999998;87.87;;;;;;;;;;;;;;;2668.00;0.00;0.00;0.00;0.00;;2668.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1316.31;1316.31;0.00
53.095.241/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO X - RESPONSABILIDADE LIMITADA;2024-11-30;S;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FIDC CREDITAS AUTO X;53095241000128;FECHADO;S;N;;;;;489170702.50;965164.07;486848444.97;455973321.02;314559890.34;176180544.95;23686305.38;58949.08;0.00;131201.07;0.00;0.00;0.00;0.00;;34826063.35;32997490000139;66.24;29494037000103;15.97;34218953000142;12.52;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;28956102.25;0.00;0.00;0.00;0.00;;28956102.25;0.00;1919021.70;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1357093.46;1357093.46;0.00
